community_name,room_area,room_decoration,room_direction,room_floor,room_location,room_type,room_year,title,unti_price

复成里,84,平层/简装,南,高楼层/共7层,秦淮,3室1厅,1996年建/板楼,生活方便  交通便利  设施配套相对的成熟！,35142

典雅居,156,精装,南,低楼层/共10层,建邺,4室3厅,2000年建/板塔结合,大跃层 视野开阔 客厅带阳台 精装修 拎包入住,36390

中浩学府风景,81,毛坯,南,低楼层/共4层,江宁,2室2厅,2009年建/板塔结合,业主诚心出售  总价低 毛坯可改动,22024

天地新城天玑座,116,平层/精装,南 北,中楼层/共6层,江宁,3室2厅,2006年建/板塔结合,配套成熟 户型方正 交通便利 采光充足,24880

威尼斯水城第七街区,89,平层/其他,南 北,低楼层/共11层,浦口,2室2厅,2007年建/板楼,江北新区 南北通透两房 拎包入住,23337

能仁里三村,71,平层/简装,南 北,高楼层/共7层,雨花台,2室1厅,1996年建/板塔结合,雨花新村刚需小两房 总价低 适合过渡 采光充足 地势好,26712

金盾公寓,75,平层/精装,东北,高楼层/共29层,秦淮,2室1厅,1999年建/塔楼,金盾公寓 精装两房 视野宽阔 采光好,45207

大光里小区,77,平层/简装,南 北,中楼层/共7层,秦淮,3室1厅,1993年建/板塔结合,南北通透 楼层好 采光无遮挡 尚书巷菜市场 满五无个税,35843

北崮戎院,128,平层/精装,南 北,低楼层/共9层,鼓楼,3室2厅,未知年建/板楼,满五年 商品房  管理严谨 环境优雅  精装三房 总价低,26483

露园,60,平层/简装,南 北,高楼层/共6层,建邺,2室1厅,1994年建/板楼,河西万达金鹰 云锦路 茶南露园小区 南北通透 满五年,30508

长虹路后街,66,平层/简装,南 北,低楼层/共6层,建邺,3室1厅,1993年建/板楼,长虹路后街 三房 边户 二楼 生活方便,27874

海宇公寓,109,平层/简装,南 北,高楼层/共9层,秦淮,3室1厅,1999年建/板塔结合,满五 电梯直达 五老村 省外贸房改房 房龄新 可改三房,34297

随园,71,简装,南,中楼层/共7层,鼓楼,2室2厅,1994年建/板楼,随园 儿童医院 鼓楼医院 地铁 南京大学 满五年,32929

挪威森林,109,平层/简装,南 北,低楼层/共11层,江宁,3室2厅,2006年建/板楼,南北通透 精装修 满五唯一 税费少,27470

钟鼎山庄,308,精装,南 北,低楼层/共4层,玄武,5室2厅,2010年建/板楼,满二 南北通透 带院子 叠加别墅！！！,51843

洪武路168号,98,平层/简装,南 北,中楼层/共6层,秦淮,3室2厅,1998年建/板楼,新街口 火小 三初 钟英 洪武路 有车位 无个税和增值税,39752

丹佛小镇,95,平层/其他,南,低楼层/共11层,江宁,3室2厅,2008年建/板楼,满五年唯一，户型方正，装修保养好,26083

三牌楼大街,73,平层/精装,南 北,中楼层/共7层,鼓楼,3室1厅,1995年建/板塔结合,三小五十中不占用 房子不临街 业主诚心出售,41215

东郊小镇第四街区,153,跃层/精装,南 北,联排/共3层,江宁,4室3厅,2013年建/暂无数据,联排别墅 精致装修 满五唯一  业主诚售,25718

嘉业阳光城云景苑二期,138,平层/精装,南 北,低楼层/共15层,建邺,3室2厅,2009年建/板楼,奥体精装三房 保养好 交通便利,47702

东渡国际青年城,81,平层/其他,南,中楼层/共25层,江宁,2室1厅,2011年建/板塔结合,东渡国际青年城 客厅带阳台 装修好 看房方便,31224

东渡国际青年城,81,平层/其他,南,低楼层/共25层,江宁,2室2厅,2011年建/板塔结合,户型方正，精装修，环境好，地段好,31346

明发城市广场,142,跃层/简装,南 北,高楼层/共11层,浦口,4室2厅,2010年建/板楼,纬三隧道口 南北通透顶跃 采光充足 视野开阔,26521

四方新村七村,71,平层/简装,南 北,低楼层/共6层,秦淮,2室1厅,2000年建/板塔结合,光华路 海福巷 四方新村 白下教委房改房,26533

威尼斯水城第七街区,118,简装,南 北,低楼层/共11层,浦口,3室2厅,2007年建/板楼,江北新区三号线威尼斯七街区三开间朝南通透大三房,20906

东方城晨曦园,156,简装,南 北,低楼层/共4层,玄武,4室1厅,2000年建/板楼,紫金山下，采光好，交通方便，拎包入住,31302

合家春天,138,跃层/毛坯,南 北,高楼层/共10层,江宁,4室2厅,2009年建/板塔结合,九龙湖合家春天 电梯房 纯毛坯 看房方便,22669

黄埔花园,91,简装,南 北,高楼层/共7层,玄武,2室2厅,1999年建/板楼,两房朝南  采光佳 户型方正 视野开阔,35165

德安花园,77,平层/简装,南 北,高楼层/共6层,雨花台,3室2厅,2004年建/板楼,德安花园 安德门地铁 满五唯一 南北通透 配套成熟,31933

风和日丽,108,平层/精装,南 北,中楼层/共6层,江宁,3室2厅,未知年建/暂无数据,风和日丽花园 满五年 无个税 欧式装修 送家具家电,27403

托乐嘉吉邻居,98,精装,南,高楼层/共11层,江宁,2室2厅,2009年建/板楼,优质两房，两房朝南，满五年，高楼层，万科物业,29460

怡水嘉园,100,平层/简装,南 北,低楼层/共11层,秦淮,2室2厅,2005年建/板楼,南部新城 怡水嘉园 居家装修两房 双南户型 居住适宜,27992

和会街115号,70,简装,南 北,低楼层/共3层,鼓楼,3室1厅,1965年建/板楼,三小 小区中间位置 中间楼层 安静 环境不错 出行方便,38125

金贸新村,79,平层/精装,南 北,中楼层/共7层,建邺,2室2厅,1996年建/板楼,水西门 南湖 精装两房 中楼层 双南大客厅 拎包入住,30185

明月新寓,60,平层/简装,南 北,低楼层/共6层,江宁,2室1厅,2002年建/板塔结合,正规两居室采光无遮挡交通方便生活便利,28859

同曦国际广场,102,平层/其他,南,低楼层/共25层,江宁,3室1厅,2011年建/板塔结合,同曦国际广场 百家湖湖景 视野开阔 户型好采光好,31563

天润城第五街区,95,平层/精装,南 北,中楼层/共6层,浦口,2室2厅,2006年建/板楼,南北通透大两房 满五唯一 中间楼层 精装拎包入住 诚售,20392

小杨村小区,43,平层/简装,南,高楼层/共6层,秦淮,2室1厅,1994年建/板楼,小杨村 低总价 五老村 三初钟英 大行宫 文昌巷 科巷,34651

燕归园,81,平层/简装,南 北,中楼层/共7层,鼓楼,3室1厅,2000年建/板楼,鼓楼区 五塘广场 ，02年商品房，小三房，全明通透诚售,25095

紫竹林28号,74,平层/精装,南 北,中楼层/共7层,鼓楼,2室2厅,2000年建/板塔结合,南瑞路 黑龙江路 房龄新 小区环境好 物业负责,38596

大华锦绣华城柳州苑,88,平层/精装,南 北,高楼层/共11层,浦口,2室2厅,2007年建/板楼,满五年唯一 南北通透 中高楼层 户型方正 居家精装,23052

后宰门西村,62,简装,南 北,中楼层/共6层,玄武,3室1厅,1986年建/板楼,养老 刚需 中间楼层 小三房 总价低 采光充足,28122

天润城第十四街区,78,平层/精装,南 北,低楼层/共11层,浦口,2室2厅,2012年建/板楼,户型方正 环境优美 看房方便 南北通透,24895

虹苑新寓三村,77,平层/简装,南 西,中楼层/共8层,建邺,3室1厅,1996年建/板楼,新城施教区 中间楼层 采光好 满五年唯一 业主诚售,30948

锦江花苑,127,平层/精装,南 北,低楼层/共6层,鼓楼,3室2厅,2002年建/板楼,满五年 不临街 位置好  户型好 双金陵汇文施教区,54914

铁路南街,54,平层/精装,西南,中楼层/共7层,鼓楼,2室1厅,1985年建/板楼,精装修两房 全明户型 中间楼层 采光无忧 五十中,32360

时光澔韵,83,平层/其他,南,低楼层/共18层,雨花台,2室2厅,2010年建/板楼,时光澔韵 双南户型 采光无遮挡 居家装修 银城物业,33077

碧水湾西园,75,其他,南 北,中楼层/共6层,江宁,2室1厅,2001年建/板楼,精装两房 楼层好 采光无遮挡 看房方便,30352

丹佛小镇,72,平层/其他,南 北,低楼层/共11层,江宁,3室2厅,2009年建/板楼,满五唯一  楼层好 居家装修 配套齐全 交通便利,26570

燕归园,56,精装,南 北,低楼层/共7层,鼓楼,2室1厅,2000年建/板楼,鼓楼区 2001年  婚装东边户  中间楼层 有车位 采光好,27626

东方龙湖湾东湖苑,76,精装,南 北,中楼层/共8层,江宁,2室1厅,2008年建/板楼,户型方正 总价低 楼层好 采光好,27280

营苑西村,60,精装,南 北,高楼层/共6层,玄武,2室1厅,1998年建/板塔结合,玄武月苑 营苑西村 采光好 精装修 拎包住,26252

东白菜园,48,平层/其他,东 西,中楼层/共7层,秦淮,2室1厅,1991年建/板楼,居家精装修 采光无遮挡 拎包直接住,35117

天泰青城苑,67,平层/其他,南,低楼层/共22层,江宁,2室1厅,2012年建/板楼,全明户型 西边户 房型方正 物业正规 满两年,30581

经纬城市花园小区,87,平层/其他,南 北,中楼层/共7层,江宁,3室2厅,2003年建/板塔结合,经纬三房  户型方正   业主诚心出售,25086

紫金城苜中路4号,77,其他,南 北,中楼层/共5层,秦淮,2室2厅,1998年建/板楼,地铁2号线苜蓿园站，南北通透，低楼层采光棒的商品房,38506

天地新城天玑座,87,平层/精装,南 北,低楼层/共6层,江宁,2室2厅,2006年建/板塔结合,居家装修 业主诚售 采光不挡 南北通透两居室,24893

工人新村,67,跃层/简装,南 北,高楼层/共7层,鼓楼,4室1厅,1998年建/板楼,楼层高，采光好，无遮挡，日晒足！,33904

陶谷新村,61,平层/其他,南 北,低楼层/共4层,鼓楼,4室0厅,1980年建/板楼,南大旁 一楼带院子 户型方正 南北通透,32243

弘瑞广场,81,平层/其他,南 北,中楼层/共11层,建邺,2室1厅,2009年建/板楼,弘瑞广场 09年商品房 双卧朝南 采光无遮挡,42110

凯悦天琴花园,103,平层/精装,南 西 北,中楼层/共18层,秦淮,3室2厅,2005年建/板楼,满五唯一 精装修 环境好 秦虹 龙蟠中路 大光路 夫子庙,42896

南方花园A组团,102,平层/简装,南 北,低楼层/共6层,江宁,3室2厅,2000年建/板楼,南方花园A组团，南北通透 拎包入住 户型方正,25174

雯锦雅苑,117,平层/精装,南,低楼层/共18层,玄武,3室2厅,2005年建/板塔结合,正规三室两卫，采光无遮挡 ，交通方便,28191

银城东苑毓秀苑,95,平层/精装,南,低楼层/共18层,玄武,2室2厅,2007年建/板楼,满五唯一  户型方正  交通便利  采光足,41328

普华巷,58,平层/简装,南 北,高楼层/共7层,秦淮,3室1厅,1987年建/板楼,五老村，大行宫，中楼层， 双南户型,32975

金基汇锦国际,50,精装,南 北,高楼层/共12层,建邺,2室2厅,2009年建/板塔结合,自住精修 采光无遮挡 满五唯一 业主有产权车位,59643

康美里,76,平层/简装,南 北,中楼层/共7层,秦淮,3室1厅,2000年建/板楼,南部新城 中间楼层 配套成熟 交通便利,29528

君园,68,简装,南 西,低楼层/共11层,建邺,2室2厅,未知年建/塔楼,君园 5.2米挑高 双阳台 有储藏间,50991

鸿信清新家园,87,平层/精装,南,中楼层/共6层,玄武,2室2厅,2003年建/板楼,精装修，保养还不错，业主诚心出售,29909

德基紫金南苑,114,平层/精装,南 北,低楼层/共10层,玄武,3室2厅,2009年建/板楼,房龄新 小区环境好 物业尽责 管理规范,39993

威尼斯水城第七街区,118,精装,南 北,低楼层/共11层,浦口,3室2厅,2007年建/板楼,江北新区三号线威尼斯 三开间朝南 南北通透 婚装三房,21873

苜中路1号,57,精装,南 北,高楼层/共6层,秦淮,2室1厅,1983年建/板楼,双卧室朝南 精装修 苜蓿园地铁 月牙湖 业主诚心卖,27398

东郊美树苑,98,平层/简装,南 北,低楼层/共11层,玄武,2室2厅,2004年建/板楼,大两房，安静不临街，户型好，诚心出售,39524

瑞阳街1号,104,简装,南 西 北,中楼层/共7层,秦淮,3室1厅,2000年建/板楼,此房满五年，采光充足，楼层位置优越,35882

四方新村一村,62,精装,南 北,低楼层/共6层,秦淮,2室1厅,1999年建/板塔结合,低楼层 满五年 客厅主卧卫生间朝南 采光视野好,26676

瑞金新村,63,精装,南 北,中楼层/共6层,秦淮,3室1厅,1977年建/板塔结合,瑞小一中，三房，采光好，精装修,35839

恒辉翡翠花园,86,平层/精装,南 北,高楼层/共6层,浦口,2室2厅,2011年建/板楼,南北通透 多层板楼 居家精装 免增值税 拎包入住,22171

瀛洲湾,146,平层/简装,南 北,高楼层/共6层,江宁,3室2厅,2005年建/板塔结合,岔路口 金盛路 瀛洲湾 满五 双卧朝南 采光好,20400

曹后村9号小区,44,平层/精装,南,低楼层/共6层,玄武,2室1厅,1986年建/板楼,房子满五年  精装修 楼层低 采光好 配套完善,28469

海德北岸城,108,平层/精装,东 南 北,中楼层/共24层,浦口,3室2厅,2009年建/板楼,此房业主自住婚装，保养好，小区前排 正对大桥和长江,22558

东方天郡西区,85,平层/其他,南 北,中楼层/共18层,栖霞,2室1厅,2009年建/板楼,采光好  位置好 精装修 三开间朝南 看房方便,40370

贡园,63,平层/简装,南 北,高楼层/共6层,建邺,2室1厅,1998年建/板楼,南苑贡园 南北两房 中间楼层 配套完善 诚售,29696

方圆绿茵,87,平层/简装,南 北,低楼层/共6层,栖霞,2室2厅,2004年建/板楼,迈皋桥 华电路 方圆绿茵 南北两房 中间楼层,30777

百家湖西花园巴黎城,108,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2005年建/板楼,南北通透格局 婚装未住过 带车库 视野开阔 采光充足,28003

致和新村,60,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,1993年建/板楼,夫子庙地铁口 单价低 南北两房 有门禁 不临街 满五年,29753

紫气钟山,65,跃层/简装,南 西,高楼层/共6层,玄武,3室2厅,2007年建/塔楼,紫气钟山跃层 顶楼带阁楼和露台 出行便利 苏宁总部,46794

三条巷,55,平层/毛坯,南,高楼层/共6层,秦淮,2室1厅,1988年建/板楼,五老村街道 三条巷 中间楼层 双卧朝南 采光不挡,34521

瑞鑫兰庭,56,复式/简装,东,低楼层/共16层,秦淮,2室1厅,2005年建/板塔结合,瑞金路 大光路 产权住宅70年 5.2米挑高 带燃气,41905

仙鹤茗苑,70,平层/简装,南 北,高楼层/共6层,玄武,2室1厅,2007年建/板楼,仙鹤茗苑精装修楼层好采光充足。,26974

百家湖国际花园,125,平层/其他,南 北,低楼层/共31层,江宁,3室2厅,2008年建/塔楼,正规三房 精装 拎包入住 湖景房 视野开阔 采光好,26082

左邻右里,98,平层/精装,东 南,中楼层/共18层,江宁,2室2厅,2010年建/板楼,南站商圈，户型方正，边户双阳台，出行方便,30915

栖园,368,跃层/毛坯,南 北,低楼层/共3层,栖霞,5室2厅,2007年建/板楼,满五年唯一 纯毛坯 边户大院子,35290

威尼斯水城第八街区,134,平层/精装,南 北,低楼层/共6层,浦口,3室2厅,2005年建/板楼,花园洋房 前后均有院子 中式装修 拎包入住,32004

地和苑,67,平层/精装,南,中楼层/共11层,浦口,2室1厅,2007年建/板楼,澳林广场 两房 中间楼层 采光充足 业主诚售,23436

亚东国际公寓,132,平层/精装,南 北,低楼层/共11层,雨花台,3室2厅,2009年建/板塔结合,精装修大三房 南北通透 大阳台 采光好视野宽阔,35717

天润城第九街区,145,平层/精装,南 北,低楼层/共18层,浦口,4室2厅,2009年建/板楼,九街区大四房，弘阳物业，交通方便,22402

金盛南苑,71,平层/精装,南 北,高楼层/共6层,江宁,2室2厅,2000年建/板楼,南站旁岔路口金盛路金盛南苑精装顶带阁业主诚售,25875

新门口,63,平层/精装,南,高楼层/共6层,鼓楼,3室1厅,1995年建/板塔结合,五十中施教区 精装修 总价低 房型好 采光无遮挡,29691

御道街34号,87,平层/简装,南,中楼层/共5层,秦淮,3室1厅,1996年建/板楼,御道街34号 3室1厅 345万,39656

瑞金路二号四号小区,59,平层/精装,南,中楼层/共4层,秦淮,2室1厅,1982年建/板楼,瑞金路  双南精装2房   拎包入住,35295

雨花新村四村,70,平层/精装,南 北,中楼层/共6层,雨花台,3室1厅,1986年建/板楼,小区即将出新 出行方便 采光充足 业主诚心出售,27074

皇冠钻石双星,132,平层/精装,南,高楼层/共28层,鼓楼,3室2厅,2009年建/板塔结合,精装保养好 有江景 前无遮挡 满五年 三个阳台 诚售,35034

山水方舟,113,平层/精装,南 北,中楼层/共11层,江宁,3室2厅,2008年建/板楼,山水方舟 电梯房 满五年 精装修 看房提前约 业主诚售,26999

石鼓路225号,80,平层/简装,南 北,高楼层/共7层,秦淮,3室1厅,1995年建/板楼,石鼓路225号 南北通透 新街口 省中医院,27326

青山湾花园,84,平层/精装,南 北,低楼层/共11层,江宁,2室2厅,2008年建/板塔结合,南北通透 小高层 婚装房 采光不挡 满五年且唯一,26388

二条巷,76,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,1998年建/板楼,五老村 南北通透 全明户型 满五年唯一,36511

花神美境,111,平层/精装,南 北,低楼层/共6层,雨花台,3室2厅,2006年建/板楼,南部新城  楼层好  采光好  拎包入住,35998

南方花园B组团,71,平层/简装,南 北,中楼层/共7层,江宁,2室1厅,2002年建/板楼,南站商圈 南方花园 银城物业 小两房 中间楼层 总价低,29293

天地新城天玑座,92,平层/精装,南 北,中楼层/共6层,江宁,2室2厅,2006年建/板塔结合,配套成熟 采光充足 交通便利 装修保养好,25921

宏图上福园北园,46,简装,南,高楼层/共6层,秦淮,1室1厅,2007年建/板楼,宏图上福园 电梯房 朝南 简单装修,33660

雅居乐花园,52,简装,北,中楼层/共11层,秦淮,2室1厅,2010年建/板塔结合,秦虹 夫子庙 两房 装修好 交通便利 配套成熟,35708

车站村南,50,平层/其他,南,中楼层/共6层,建邺,2室1厅,1986年建/板塔结合,南湖13路底站旁 新上精装两房 中间楼层采光棒,28341

观门口北村,57,平层/简装,南 北,高楼层/共6层,秦淮,2室1厅,1989年建/板塔结合,卖房换房 配套完善 小区出新 采光充足,25040

瑞金北村,50,平层/精装,南 北,低楼层/共6层,秦淮,2室1厅,1986年建/板楼,房子的户型是方正的，一南一北，精装修，全明户型,46897

武夷绿洲品茗苑,97,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2009年建/板楼,武夷绿洲精装小三房 户型通透 离地铁站近,28989

碧水湾花园,107,平层/精装,南 北,中楼层/共6层,江宁,3室2厅,2002年建/板楼,碧水湾花园 小三房 楼层好 户型方正 环境优美,24277

致和新村,52,简装,南 北,高楼层/共7层,秦淮,2室1厅,1995年建/板楼,夫子庙景区地铁口交通便利满五唯一,31585

营苑西村,67,精装,南 北,高楼层/共7层,玄武,2室1厅,1998年建/板塔结合,玄武月苑 营苑西村 高楼层 采光好 带阁楼,25508

天坛新村,59,平层/简装,南 北,高楼层/共7层,秦淮,2室1厅,1990年建/板塔结合,光华路 采光充足 繁华地段  交通便利,25199

龙福花园,53,平层/简装,南 北,中楼层/共7层,雨花台,2室1厅,1998年建/板楼,安德门 小两房 居家装修 拎包入住 总价低,30219

鸿邺大厦,74,平层/精装,西南,高楼层/共32层,秦淮,2室1厅,1998年建/板楼,石小 朝天宫 汉中门 业主诚售,29250

瑞金新村,65,平层/简装,南 北,高楼层/共6层,秦淮,2室1厅,1977年建/板塔结合,采光无遮挡 满五年 无个税无抵押无贷款瑞金路看房方便,35000

天地新城天心座,95,平层/精装,南 北,高楼层/共6层,江宁,2室2厅,2006年建/板塔结合,业主诚售 采光充足 视野开阔 拎包入住两居室,24631

天润城第十街区,90,平层/精装,南,高楼层/共6层,浦口,3室2厅,2009年建/板楼,飞机户型 两房朝南 采光充足 弘阳物业好,24380

香格里拉东苑,113,平层/精装,南 北,中楼层/共15层,秦淮,3室2厅,2005年建/板楼,银城物业 全明三房 小区中间 边户 业主诚售,51237

兴达新寓一村,65,平层/简装,南 北,中楼层/共7层,建邺,2室1厅,1999年建/板楼,兴达一村220万 南北两房 采光好 金鹰,33686

锦绣花园银桂园,142,错层/其他,南 北,高楼层/共6层,江宁,4室2厅,2000年建/板楼,银桂园错层四房，楼层位置好 视野开阔 适宜居住,18083

丹佛小镇,105,平层/其他,南 北,中楼层/共11层,江宁,3室2厅,2009年建/板楼,房子满五，户型方正，居家精装修，楼层好,25537

鸿信清新家园,87,平层/精装,南 北,低楼层/共6层,玄武,2室1厅,2003年建/板楼,清新家园 南理工 南北通透两房 13年婚装 满五年 诚售,30587

金马郦城东区,101,精装,南 北,高楼层/共10层,建邺,2室2厅,2005年建/板楼,满五唯一精装两房南北通透南北双阳台电梯入户视野开阔,44894

城市绿洲花园,83,跃层/简装,南 北,高楼层/共7层,栖霞,4室2厅,2007年建/板塔结合,晓庄 和燕路 城市绿洲花园 挑高房 南北通透 视野好,41912

市政天元城,82,平层/精装,南 北,高楼层/共6层,江宁,2室2厅,2005年建/板楼,市政天元城 南北通透 方正两房 精装修 有车位,30650

百家湖国际花园,89,平层/精装,东 西,中楼层/共31层,江宁,2室2厅,2009年建/塔楼,百家湖国际精装两房  满五且唯一 采光好 户型正,28680

明珠小区,75,平层/精装,南 北,低楼层/共6层,江宁,2室1厅,2001年建/板楼,装修好，拎包入住 竹山路 满5年 楼层好 采光无遮挡,24000

茶亭村,53,简装,东 北,高楼层/共6层,建邺,2室1厅,1985年建/板楼,双南户型 精装修 拎包住 莫愁湖地铁口 水西门大街,27649

金陵新八村,54,平层/简装,南 北,中楼层/共7层,鼓楼,2室1厅,1998年建/板楼,中间楼层，采光好，不临街，小区安静，交通方便,26611

时代雅居,63,简装,南 北,低楼层/共6层,江宁,2室1厅,2003年建/板楼,满五年 精装两居室 天印农贸菜市场,25549

能仁里16号,53,精装,南,中楼层/共6层,雨花台,2室1厅,1985年建/板楼,能仁里16号 刚需小两房  装修好,29565

瑞金大厦,81,平层/简装,南,中楼层/共18层,秦淮,2室2厅,2000年建/塔楼,急售好房，满五唯一 视野好，双南 户型方正,35213

娄子巷131巷,60,平层/简装,南 北,低楼层/共7层,鼓楼,2室1厅,1996年建/板楼,三牌楼大街 低楼层 满五唯一 交通便利,32987

四方新村四村,62,平层/精装,南 北,高楼层/共7层,秦淮,2室1厅,2000年建/板塔结合,月牙湖 光华路 采光充足 交通便捷 配套成熟,27019

木马公寓,53,平层/其他,西 北,中楼层/共32层,玄武,2室1厅,2008年建/板楼,木马公寓 两居室 有燃气 电梯房 有装修 珠江路地铁,34387

明月港湾月亮湾,120,平层/其他,南 北,中楼层/共5层,江宁,3室2厅,2003年建/板楼,正中间楼层 双南全明边户 居家装修 无增值税,24764

东郊小镇第四街区,38,复式/其他,北,中楼层/共7层,江宁,2室1厅,2009年建/板楼,东郊挑高上下双阳台精装满五唯一看房方便,26768

小杨村小区,52,其他,南 北,中楼层/共7层,秦淮,2室1厅,1994年建/板楼,南北两房  户型方正 三楼 采光好 五老村 总价低,35005

边城世家,93,平层/精装,南 北,低楼层/共31层,鼓楼,3室2厅,2010年建/板塔结合,鼓楼滨江 世茂 边城世家 经典三房 采光无遮挡 无噪音,38507

天润城第十二街区,67,平层/毛坯,南,低楼层/共18层,浦口,2室1厅,2012年建/板塔结合,此房交通便捷，房龄新，采光好。。。,24402

风光里小区,39,平层/简装,南 北,中楼层/共7层,秦淮,1室1厅,2003年建/板塔结合,南部新城 风光里 市中医院 居家单室套 交通便利,30692

雅居乐花园,77,简装,南,中楼层/共11层,秦淮,2室1厅,2009年建/板塔结合,雅居乐花园 电梯东边户 满五唯一 中间楼层 看房方便,37057

雨花新村三村,45,精装,南 北,高楼层/共6层,雨花台,2室1厅,1988年建/板塔结合,雨花新村三村 婚装房  配套完善 交通便利,28280

东郊小镇第二街区,113,简装,东 西,高楼层/共6层,江宁,3室2厅,2007年建/板塔结合,满五年，采光充足，小区环境优雅,17225

上城名苑,79,平层/毛坯,南,低楼层/共18层,栖霞,2室1厅,2012年建/板楼,迈皋桥 商品房 双南二房 交通便利 房龄新 毛坯,27034

彩虹苑,97,跃层/精装,南 北,高楼层/共6层,建邺,4室3厅,2000年建/板楼,彩虹苑 南北通透 户型好 边户 六层带阁楼 采光好,31995

天印花园,123,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2003年建/板楼,精装改善3房 户型方正 采光充足 无遮挡,24337

怡康新寓,149,跃层/简装,南 北,高楼层/共6层,建邺,5室2厅,2004年建/板楼,应天商圈 怡康新寓 简装 生活交通便利 配套齐全采光好,26147

钓鱼巷小区,38,其他,南 北,低楼层/共7层,秦淮,1室1厅,1988年建/板楼,钓鱼巷 总价低 单室套 小区出新 环境好,30479

仁恒翠竹园,140,平层/其他,南,中楼层/共8层,雨花台,3室2厅,2006年建/板楼,南部新城  楼层好  采光好  拎包入住,42812

叠彩丽庭,126,精装,南 北,高楼层/共6层,建邺,6室3厅,2002年建/板塔结合,地铁房 顶楼跃层 位置好 采光好 房主诚售 带花园露台,50657

营苑西村,67,精装,南 北,高楼层/共7层,玄武,2室1厅,1998年建/板塔结合,玄武月苑 营苑西村 高楼层 采光好 带阁楼,25508

佛心桥,50,平层/简装,南 北,高楼层/共6层,玄武,2室1厅,1983年建/板楼,明故宫 后宰门 采光好 南北通透,27701

贡园,63,平层/简装,南 北,高楼层/共6层,建邺,2室1厅,1998年建/板楼,南苑贡园 南北两房 中间楼层 配套完善 诚售,29696

尚书公寓,58,平层/简装,东,高楼层/共25层,秦淮,2室1厅,1998年建/板楼,总价低 电梯房  业主诚售 生活方便配套成熟,33141

金王府,77,平层/其他,南 北,低楼层/共6层,江宁,2室2厅,2005年建/板楼,满五年 胜太路河定桥地铁站 配套齐,30877

御水湾花园,106,平层/精装,南 北,中楼层/共6层,秦淮,3室2厅,2005年建/板楼,三房两卫 中间楼层 品质小区 采光充足 满五唯一,38300

江南名府,114,简装,南 北,低楼层/共6层,建邺,3室2厅,2003年建/板楼,户型方正，南北通透，居家装修，有60平米地下室 ，,38563

世纪东山,80,简装,南,高楼层/共6层,江宁,2室1厅,2008年建/板楼,世纪东山 楼层好 视野开阔 满五 无抵押,24285

华盛园,78,简装,南 北,低楼层/共6层,玄武,3室1厅,2000年建/板楼,三房南北通透 采光无影响 石林百货 生活方便,28434

雅居乐花园,155,平层/精装,南 北,低楼层/共18层,秦淮,3室2厅,2009年建/板塔结合,满五年唯一 三开间朝南 装修保养的很不错 湖景房,45907

御林山庄,109,平层/简装,南,低楼层/共6层,玄武,3室2厅,2000年建/板楼,御林山庄 含产权车位 明厅亮户 低楼层 交通便利,25465

威尼斯水城第二街区,92,平层/其他,南 北,中楼层/共11层,浦口,2室2厅,2011年建/板楼,江北新区 B户型 2房 卧室一南一北 业主诚心出售,23497

御水湾花园,89,精装,南 北,中楼层/共10层,秦淮,2室2厅,2005年建/板楼,南北通透采光好电梯房无个税精装修,37360

威尼斯水城第一街区,114,平层/精装,南,低楼层/共11层,浦口,3室2厅,2015年建/板楼,威尼斯一街区 精装三房 业主出售,21435

四方新村四村,61,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,2000年建/板塔结合,此房满五年唯一，房屋格局好，位置好，可拎包入住,27447

翠屏国际水杉苑,132,平层/其他,南 北,低楼层/共6层,江宁,3室2厅,2006年建/板楼,此房为翠屏国际大三房 南北通透格局视野开阔 环境优美,26472

东升村,59,平层/其他,东 西,中楼层/共6层,建邺,2室1厅,1991年建/板楼,满五无其他房产 楼层好 居家装修 交通方便 配套成熟,27560

五老村一号小区,139,平层/精装,南 北,高楼层/共16层,秦淮,3室1厅,1998年建/板楼,电梯房，大行宫西安门地铁，楼层好，采光开阔,33341

弘阳旭日上城三区,110,平层/其他,南 北,高楼层/共24层,浦口,3室2厅,2014年建/板塔结合,满两年 出租装修 户型好，楼层好，小区环境好,25739

江佑铂庭,84,平层/其他,南,低楼层/共16层,浦口,2室1厅,2012年建/板楼,刚需房位于隧道口，地铁口适合一家三口，拎包入住。,27378

罗汉巷,76,简装,南 北,高楼层/共7层,玄武,2室1厅,1996年建/板楼,理工大学北，紫金山南，环境好，采光通风好,26851

江佑铂庭,79,平层/精装,南,中楼层/共16层,浦口,2室2厅,2012年建/板楼,江佑铂庭婚装2房品牌家具家电好楼层配套成熟交通便利,29756

